,Date mutation,Nature mutation,Valeur fonciere,No voie,Type de voie,Code voie,Voie,Code postal,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Surface reelle bati,Nombre pieces principales,Surface terrain
803774,09/01/2020,Vente,"8300000,00",9.0,AV,6656,MYRON HERRICK,75008.0,BE,20,,11,,,,,,,,,,1,4.0,8.0,0.0,
803775,09/01/2020,Vente,"8300000,00",9.0,AV,6656,MYRON HERRICK,75008.0,BE,20,,30,,,,,,,,,,1,4.0,8.0,0.0,
803776,09/01/2020,Vente,"8300000,00",9.0,AV,6656,MYRON HERRICK,75008.0,BE,20,,16,,,,,,,,,,1,4.0,8.0,0.0,
803777,09/01/2020,Vente,"8300000,00",9.0,AV,6656,MYRON HERRICK,75008.0,BE,20,,62,"235,32",63.0,,,,,,,,2,4.0,243.0,0.0,
803778,31/01/2020,Vente,"543100,00",39.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AB,75,,11,"49,28",,,,,,,,,1,2.0,49.0,3.0,
803779,30/01/2020,Vente,"1079000,00",29.0,BD,5951,MALESHERBES,75008.0,BM,57,,41,,7.0,,,,,,,,2,2.0,83.0,3.0,
803780,25/01/2020,Vente,"590000,00",10.0,RUE,7605,DU PONT AUX CHOUX,75003.0,AK,36,,17,,5.0,,,,,,,,2,2.0,50.0,2.0,
803781,23/01/2020,Vente,"2160000,00",48.0,RUE,0960,DE LA BIENFAISANCE,75008.0,CI,117,,11,,12.0,,42.0,,,,,,3,4.0,137.0,0.0,
803782,23/01/2020,Vente,"2160000,00",48.0,RUE,0960,DE LA BIENFAISANCE,75008.0,CI,117,,35,,,,,,,,,,1,4.0,35.0,0.0,
803783,31/01/2020,Vente,"285000,00",87.0,RUE,5194,LA BOETIE,75008.0,BI,8,,205,,,,,,,,,,1,3.0,0.0,0.0,
803784,31/01/2020,Vente,"285000,00",87.0,RUE,5194,LA BOETIE,75008.0,BI,8,,251,,,,,,,,,,1,3.0,0.0,0.0,
803785,31/01/2020,Vente,"285000,00",87.0,RUE,5194,LA BOETIE,75008.0,BI,8,,105,,112.0,,221.0,,222.0,,231.0,,5,4.0,18.0,0.0,
803786,04/02/2020,Vente,"45000,00",39.0,RUE,0487,D ARTOIS,75008.0,BF,30,,162,,,,,,,,,,1,3.0,0.0,0.0,
803787,15/01/2020,Vente,"1358825,00",4.0,RUE,9510,DE TURIN,75008.0,BZ,38,,4,,,,,,,,,,1,2.0,94.0,4.0,
803788,15/01/2020,Vente,"1358825,00",4.0,RUE,9510,DE TURIN,75008.0,BZ,38,,19,,20.0,,,,,,,,2,2.0,21.0,1.0,
803789,04/02/2020,Vente,"1850000,00",225.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,AX,113,,915,,936.0,"177,66",,,,,,,2,2.0,188.0,6.0,
803790,17/01/2020,Vente,"1100386,00",33.0,RUE,8073,REAUMUR,75003.0,AD,20,,38,,9.0,"79,24",,,,,,,2,2.0,80.0,3.0,
803791,17/01/2020,Vente,"1100386,00",33.0,RUE,8073,REAUMUR,75003.0,AD,20,,44,,,,,,,,,,1,3.0,0.0,0.0,
803792,30/01/2020,Vente,"895840,00",21.0,RUE,6675,DE NAPLES,75008.0,CF,79,,3,"77,19",,,,,,,,,1,2.0,68.0,5.0,
803793,29/01/2020,Vente,"59000,00",31.0,RUE,5708,DE LISBONNE,75008.0,CI,1,,462,,,,,,,,,,1,3.0,0.0,0.0,
803794,14/01/2020,Vente,"7050000,00",26.0,RUE,1449,CAMBON,75001.0,BC,67,,35,,,,,,,,,,1,3.0,0.0,0.0,
803795,14/01/2020,Vente,"7050000,00",26.0,RUE,1449,CAMBON,75001.0,BC,67,,2,"122,56",21.0,,23.0,,31.0,,33.0,,8,2.0,310.0,7.0,
803796,05/02/2020,Vente,"179000,00",17.0,RUE,1599,DE CASTELLANE,75008.0,BS,126,,106,"16,54",,,,,,,,,1,2.0,17.0,1.0,
803797,20/01/2020,Vente,"570000,00",6.0,RUE,0632,BAILLEUL,75001.0,AT,171,,13,"38,83",,,,,,,,,1,2.0,40.0,2.0,
803798,31/01/2020,Vente,"418000,00",10.0,RUE,2318,COQUILLIERE,75001.0,AR,94,,111,"37,51",,,,,,,,,1,2.0,37.0,2.0,
803799,20/01/2020,Vente,"310343,00",117.0,BD,5951,MALESHERBES,75008.0,CG,8,,23,,,,,,,,,,1,3.0,0.0,0.0,
803800,20/01/2020,Vente,"310343,00",117.0,BD,5951,MALESHERBES,75008.0,CG,8,,16,,22.0,,,,,,,,2,2.0,16.0,2.0,
803801,29/01/2020,Vente,"43800,00",14.0,RUE,2576,DARU,75008.0,AZ,14,,450,,,,,,,,,,1,3.0,0.0,0.0,
803802,14/01/2020,Vente,"870630,00",22.0,RUE,6645,MURILLO,75008.0,CO,33,,46,,,,,,,,,,1,3.0,0.0,0.0,
803803,14/01/2020,Vente,"870630,00",22.0,RUE,6645,MURILLO,75008.0,CO,33,,16,"63,54",18.0,,,,,,,,2,2.0,65.0,3.0,
803804,31/01/2020,Vente,"375000,00",35.0,RUE,0900,DE BERNE,75008.0,CE,39,,30,"30,07",,,,,,,,,1,2.0,30.0,1.0,
803805,03/02/2020,Vente,"10500,00",22.0,PL,9653,VENDOME,75001.0,AZ,3,,14,,,,,,,,,,1,4.0,10.0,0.0,
803806,16/01/2020,Vente,"605000,00",21.0,RUE,6573,DE MOSCOU,75008.0,CE,85,,20,"48,20",25.0,,,,,,,,2,2.0,61.0,3.0,
803807,24/01/2020,Vente,"1350000,00",119.0,RUE,9191,DU TEMPLE,75003.0,AS,21,,171,,172.0,,173.0,,191.0,,3.0,"123,52",5,4.0,139.0,0.0,
803808,15/01/2020,Vente,"330000,00",81.0,RUE,9191,DU TEMPLE,75003.0,AT,34,,49,,60.0,,,,,,,,2,2.0,30.0,2.0,
803809,16/01/2020,Vente,"262000,00",8.0,RUE,0920,BERTIN POIREE,75001.0,AN,32,,104,,106.0,,,,,,,,2,2.0,20.0,1.0,
803810,14/01/2020,Vente,"81000,00",20.0,RUE,7239,DE LA PEPINIERE,75008.0,BW,44,,15,"8,38",,,,,,,,,1,3.0,0.0,0.0,
803811,16/01/2020,Vente,"390000,00",23.0,RUE,8291,DU ROCHER,75008.0,BW,21,,18,,,,,,,,,,1,2.0,50.0,2.0,
803812,20/01/2020,Vente,"29000,00",94.0,RUE,6387,DE MIROMESNIL,75008.0,CG,88,,22,,,,,,,,,,1,2.0,175.0,6.0,
803813,17/01/2020,Vente,"1635700,00",178.0,RUE,9191,DU TEMPLE,75003.0,AG,92,,10,"146,27",,,,,,,,,1,4.0,25.0,0.0,
803814,17/01/2020,Vente,"1635700,00",178.0,RUE,9191,DU TEMPLE,75003.0,AG,92,,10,"146,27",62.0,,,,,,,,2,2.0,200.0,5.0,
803815,16/01/2020,Vente,"536000,00",83.0,RUE,9783,VIEILLE DU TEMPLE,75003.0,AP,35,,22,"40,44",,,,,,,,,1,2.0,35.0,2.0,
803816,03/02/2020,Vente,"445500,00",62.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AB,59,,13,,14.0,,66.0,,,,,,3,2.0,41.0,2.0,
803817,24/01/2020,Vente,"1100000,00",27.0,RUE,4921,JEAN MERMOZ,75008.0,BI,63,,14,"91,85",,,,,,,,,1,2.0,90.0,4.0,
803818,21/01/2020,Vente,"515000,00",5.0,RUE,1771,CHAPON,75003.0,AS,52,,46,,6.0,,,,,,,,2,2.0,40.0,2.0,
803819,31/01/2020,Vente,"416820,00",50.0,RUE,1880,CHARLOT,75003.0,AH,61,,212,"25,89",,,,,,,,,1,2.0,26.0,1.0,
803820,03/02/2020,Vente,"2880000,00",15.0,RUE,7572,DE POITOU,75003.0,AQ,79,,1,"77,28",2.0,,23.0,,3.0,,,,4,4.0,68.0,0.0,
803821,30/01/2020,Vente,"632000,00",10.0,RUE,4278,DE LA GRANDE TRUANDERIE,75001.0,AQ,89,,22,"50,60",,,,,,,,,1,2.0,103.0,3.0,
803822,06/02/2020,Vente,"400000,00",3.0,RUE,9905,VOLTA,75003.0,AE,145,,7,"43,26",,,,,,,,,1,2.0,42.0,2.0,
803823,30/01/2020,Vente,"130000,00",70.0,RUE,9506,DE TURENNE,75003.0,AL,77,,17,"8,02",,,,,,,,,1,3.0,0.0,0.0,
803824,15/01/2020,Vente,"2290000,00",8.0,RUE,3820,DES FRANCS BOURGEOIS,75003.0,AN,12,,46,"66,66",,,,,,,,,1,4.0,70.0,0.0,
803825,15/01/2020,Vente,"2290000,00",8.0,RUE,3820,DES FRANCS BOURGEOIS,75003.0,AN,12,,30,,,,,,,,,,1,2.0,37.0,1.0,
803826,04/02/2020,Vente,"660000,00",23.0,RUE,6983,AUX OURS,75003.0,AU,27,,4,"64,80",,,,,,,,,1,4.0,65.0,0.0,
803827,03/02/2020,Vente,"160000,00",83.0,RUE,8635,SAINT HONORE,75001.0,AT,91,,33,"18,22",,,,,,,,,1,2.0,19.0,1.0,
803828,31/01/2020,Vente,"155000,00",64.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AB,58,,64,"20,93",,,,,,,,,1,4.0,20.0,0.0,
803829,29/01/2020,Vente,"835000,00",4.0,RUE,5692,LINCOLN,75008.0,AR,20,,3,,,,,,,,,,1,2.0,57.0,3.0,
803830,20/01/2020,Vente,"342666,00",48.0,RUE,1771,CHAPON,75003.0,AV,48,,42,"30,21",,,,,,,,,1,2.0,34.0,2.0,
803831,16/01/2020,Vente,"1222000,00",11.0,RUE,3196,ELZEVIR,75003.0,AP,11,,11,"93,52",12.0,,46.0,,50.0,,,,4,2.0,90.0,4.0,
803832,28/01/2020,Vente,"235501,00",28.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AF,59,,1,"23,04",,,,,,,,,1,4.0,16.0,0.0,
803833,23/01/2020,Vente,"215000,00",1.0,RUE,4921,JEAN MERMOZ,75008.0,BH,46,,104,"22,10",,,,,,,,,1,2.0,24.0,1.0,
803834,16/01/2020,Vente,"5000,00",83.0,RUE,9783,VIEILLE DU TEMPLE,75003.0,AP,35,,43,,,,,,,,,,1,2.0,35.0,2.0,
803835,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,82,,,,,,,,,,1,3.0,0.0,0.0,
803836,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,81,,,,,,,,,,1,3.0,0.0,0.0,
803837,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,78,,,,,,,,,,1,3.0,0.0,0.0,
803838,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,74,,,,,,,,,,1,3.0,0.0,0.0,
803839,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,73,,,,,,,,,,1,3.0,0.0,0.0,
803840,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,75,,,,,,,,,,1,3.0,0.0,0.0,
803841,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,77,,,,,,,,,,1,3.0,0.0,0.0,
803842,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,76,,,,,,,,,,1,3.0,0.0,0.0,
803843,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,80,,,,,,,,,,1,3.0,0.0,0.0,
803844,29/01/2020,Vente,,2.0,RUE,1771,CHAPON,75003.0,AS,109,,79,,,,,,,,,,1,3.0,0.0,0.0,
803845,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,93,,,,,,,,,,1,3.0,0.0,0.0,
803846,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,87,,,,,,,,,,1,3.0,0.0,0.0,
803847,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,89,,,,,,,,,,1,3.0,0.0,0.0,
803848,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,84,,,,,,,,,,1,3.0,0.0,0.0,
803849,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,83,,,,,,,,,,1,3.0,0.0,0.0,
803850,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,90,,,,,,,,,,1,3.0,0.0,0.0,
803851,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,94,,,,,,,,,,1,3.0,0.0,0.0,
803852,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,86,,,,,,,,,,1,3.0,0.0,0.0,
803853,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,92,,,,,,,,,,1,3.0,0.0,0.0,
803854,29/01/2020,Vente,"478000,00",2.0,RUE,1771,CHAPON,75003.0,AS,109,,85,,,,,,,,,,1,3.0,0.0,0.0,
803855,20/01/2020,Vente,"1100550,00",322.0,RUE,8694,SAINT MARTIN,75003.0,AB,47,,2,"104,06",21.0,,25.0,,27.0,,3.0,,5,2.0,104.0,3.0,
803856,31/01/2020,Vente,"443290,00",31.0,RUE,2616,DEBELLEYME,75003.0,AJ,39,,50,,67.0,"33,54",,,,,,,2,2.0,34.0,2.0,
803857,23/01/2020,Vente,"25000,00",155.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,BD,12,,161,,,,,,,,,,1,4.0,10.0,0.0,
803858,07/02/2020,Vente,"1110000,00",19.0,RUE,0904,DE BERRI,75008.0,BF,19,,60,"110,15",,,,,,,,,1,2.0,111.0,5.0,
803859,22/01/2020,Vente,"1605000,00",11.0,RUE,8724,DE SAINT PETERSBOURG,75008.0,CE,93,,40,,7.0,"150,19",,,,,,,2,2.0,134.0,5.0,
803860,29/01/2020,Vente,"1430000,00",14.0,RUE,6573,DE MOSCOU,75008.0,BZ,19,,4,"136,28",40.0,,41.0,,,,,,3,2.0,138.0,4.0,
803861,31/01/2020,Vente,"1180700,00",51.0,RUE,6387,DE MIROMESNIL,75008.0,CJ,87,,7,"97,76",8.0,,,,,,,,2,2.0,94.0,4.0,
803862,31/01/2020,Vente,"1180700,00",51.0,RUE,6387,DE MIROMESNIL,75008.0,CJ,87,,45,,,,,,,,,,1,3.0,0.0,0.0,
803863,21/01/2020,Vente,"1050000,00",13.0,RUE,4318,GRENETA,75003.0,AD,86,,101,,85.0,"84,58",,,,,,,2,4.0,83.0,0.0,
803864,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,88.0,3.0,267.0
803865,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,39.0,2.0,267.0
803866,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,4.0,129.0,0.0,267.0
803867,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,50.0,3.0,267.0
803868,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,34.0,2.0,267.0
803869,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,36.0,2.0,267.0
803870,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,4.0,25.0,0.0,267.0
803871,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,19.0,1.0,267.0
803872,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,22.0,1.0,267.0
803873,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,54.0,3.0,267.0
803874,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,4.0,103.0,0.0,267.0
803875,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,90.0,3.0,267.0
803876,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,4.0,18.0,0.0,267.0
803877,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,4.0,103.0,0.0,267.0
803878,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,4.0,103.0,0.0,267.0
803879,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,30.0,1.0,267.0
803880,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,53.0,2.0,267.0
803881,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,2.0,38.0,2.0,267.0
803882,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,4.0,103.0,0.0,267.0
803883,30/01/2020,Vente,"2783333,50",19.0,RUE,2616,DEBELLEYME,75003.0,AK,83,,,,,,,,,,,,0,4.0,61.0,0.0,267.0
803884,30/01/2020,Vente,"100000,00",2.0,CITE,6792,NOEL,75003.0,AT,20,,21,"16,10",,,,,,,,,1,2.0,16.0,1.0,
803885,28/01/2020,Vente,"825050,00",235.0,RUE,3518,DU FAUBOURG SAINT HONORE,75008.0,AX,6,,54,"59,54",62.0,,,,,,,,2,2.0,43.0,1.0,
803886,13/01/2020,Vente,"100000,00",336.0,RUE,8635,SAINT HONORE,75001.0,AZ,19,,1029,,,,,,,,,,1,3.0,0.0,0.0,
803887,13/01/2020,Vente,"100000,00",336.0,RUE,8635,SAINT HONORE,75001.0,AZ,19,,1033,,,,,,,,,,1,3.0,0.0,0.0,
803888,13/01/2020,Vente,,194.0,RUE,8249,DE RIVOLI,75001.0,AY,88,,21,"197,92",,,,,,,,,1,2.0,225.0,6.0,
803889,03/02/2020,Vente,"1150000,00",11.0,RUE,9129,DE SURENE,75008.0,BN,13,,6,"112,83",,,,,,,,,1,4.0,73.0,0.0,
803890,03/02/2020,Vente,"1150000,00",11.0,RUE,9129,DE SURENE,75008.0,BN,13,,6,"112,83",,,,,,,,,1,2.0,25.0,1.0,
803891,29/01/2020,Vente,"205000,00",30.0,RUE,5927,AU MAIRE,75003.0,AE,169,,2,,4.0,,,,,,,,2,2.0,19.0,2.0,
803892,29/01/2020,Vente,"1018000,00",24.0,RUE,8724,DE SAINT PETERSBOURG,75008.0,CD,71,,100,,67.0,"91,34",,,,,,,2,2.0,90.0,3.0,
803893,29/01/2020,Vente,"1018000,00",24.0,RUE,8724,DE SAINT PETERSBOURG,75008.0,CD,71,,76,,,,,,,,,,1,3.0,0.0,0.0,
803894,04/02/2020,Vente,"200000,00",7.0,RUE,8073,REAUMUR,75003.0,AE,51,,9,"14,19",,,,,,,,,1,2.0,8.0,1.0,
803895,28/01/2020,Vente,"2300000,00",22.0,RUE,0411,DE L ARCADE,75008.0,BS,129,,20,,52.0,,,,,,,,2,4.0,265.0,0.0,
803896,04/02/2020,Vente,"277000,00",154.0,RUE,9191,DU TEMPLE,75003.0,AI,3,,13,,,,,,,,,,1,2.0,28.0,2.0,
803897,27/01/2020,Vente,"55000,00",10.0,RUE,5751,LORD BYRON,75008.0,AV,45,,30,"8,50",,,,,,,,,1,2.0,10.0,1.0,
803898,22/01/2020,Vente,"1515410,00",8.0,AV,3868,DE FRIEDLAND,75008.0,AW,20,,5,"126,14",,,,,,,,,1,2.0,140.0,5.0,
803899,05/02/2020,Vente,"495000,00",5.0,RUE,8538,SAINTE APOLLINE,75003.0,AB,131,,26,"43,27",,,,,,,,,1,2.0,44.0,2.0,
803900,14/01/2020,Vente,"189000,00",56.0,RUE,9382,DES TOURNELLES,75003.0,AN,56,,34,,42.0,"43,75",,,,,,,2,2.0,39.0,2.0,
803901,16/01/2020,Vente,"317000,00",97.0,RUE,8635,SAINT HONORE,75001.0,AT,111,,35,"24,89",49.0,,,,,,,,2,2.0,13.0,1.0,
803902,16/01/2020,Vente,"317000,00",97.0,RUE,8635,SAINT HONORE,75001.0,AT,111,,35,"24,89",49.0,,,,,,,,2,2.0,27.0,1.0,
803903,24/01/2020,Vente,"446321,00",10.0,RUE,8308,ROGER VERLOMME,75003.0,AN,69,,24,"30,68",51.0,,,,,,,,2,2.0,28.0,2.0,
803904,24/01/2020,Vente,"101600,00",41.0,RUE,8635,SAINT HONORE,75001.0,AO,142,,113,,,,,,,,,,1,3.0,0.0,0.0,
803905,29/01/2020,Vente,"466080,00",59.0,RUE,5927,AU MAIRE,75003.0,AD,27,,11,"40,07",22.0,,38.0,,40.0,,,,4,2.0,39.0,2.0,
803906,31/01/2020,Vente,"700000,00",22.0,RUE,7237,DE PENTHIEVRE,75008.0,BK,32,,76,"45,89",87.0,,,,,,,,2,2.0,48.0,2.0,
803907,31/01/2020,Vente,"700000,00",22.0,RUE,7237,DE PENTHIEVRE,75008.0,BK,32,,153,,,,,,,,,,1,3.0,0.0,0.0,
803908,28/01/2020,Vente,"2607500,00",6.0,RUE,8728,ST PHILIPPE DU ROULE,75008.0,BE,13,,122,,,,,,,,,,1,3.0,0.0,0.0,
803909,28/01/2020,Vente,"2607500,00",6.0,RUE,8728,ST PHILIPPE DU ROULE,75008.0,BE,13,,124,,,,,,,,,,1,3.0,0.0,0.0,
803910,28/01/2020,Vente,"2607500,00",6.0,RUE,8728,ST PHILIPPE DU ROULE,75008.0,BE,13,,116,,,,,,,,,,1,3.0,0.0,0.0,
803911,28/01/2020,Vente,"2607500,00",6.0,RUE,8728,ST PHILIPPE DU ROULE,75008.0,BE,13,,106,"201,48",,,,,,,,,1,2.0,200.0,7.0,
803912,22/01/2020,Vente,"170000,00",19.0,RUE,0871,BERANGER,75003.0,AG,89,,44,"13,30",,,,,,,,,1,2.0,13.0,1.0,
803913,22/01/2020,Vente,"170000,00",19.0,RUE,0871,BERANGER,75003.0,AG,89,,45,,,,,,,,,,1,4.0,10.0,0.0,
803914,17/01/2020,Vente,"1250000,00",4.0,RUE,0900,DE BERNE,75008.0,CE,97,,11,"105,22",36.0,,,,,,,,2,2.0,106.0,5.0,
803915,04/02/2020,Vente,"5900000,00",36.0,RUE,6528,DE MONTPENSIER,75001.0,AV,27,,8,"154,70",,,,,,,,,1,2.0,152.0,3.0,
803916,04/02/2020,Vente,"5900000,00",36.0,RUE,6528,DE MONTPENSIER,75001.0,AV,27,,19,,,,,,,,,,1,3.0,0.0,0.0,
803917,04/02/2020,Vente,"5900000,00",36.0,RUE,6528,DE MONTPENSIER,75001.0,AV,27,,17,,19.0,,,,,,,,2,3.0,0.0,0.0,
803918,04/02/2020,Vente,"5900000,00",14.0,RUE,6528,DE MONTPENSIER,75001.0,AV,37,,105,,,,,,,,,,1,3.0,0.0,0.0,
803919,05/02/2020,Vente,"970000,00",6.0,RUE,6034,DU MARCHE ST HONORE,75001.0,AY,54,,20,"80,79",59.0,,,,,,,,2,2.0,77.0,4.0,
803920,10/02/2020,Vente,"350,00",61.0,RUE,6834,NOTRE DAME DE NAZARETH,75003.0,AB,92,,31,,,,,,,,,,1,3.0,0.0,0.0,
803921,06/02/2020,Vente,"765000,00",31.0,RUE,6517,DE MONTMORENCY,75003.0,AV,96,,15,,26.0,,,,,,,,2,2.0,63.0,2.0,
803922,04/02/2020,Vente,"270000,00",3.0,RUE,7954,QUENTIN BAUCHART,75008.0,AP,5,,10,,9.0,"27,76",,,,,,,2,2.0,31.0,2.0,
803923,04/02/2020,Vente,"270000,00",3.0,RUE,7954,QUENTIN BAUCHART,75008.0,AP,5,,11,"35,85",,,,,,,,,1,2.0,40.0,2.0,
803924,28/01/2020,Vente,"950000,00",32.0,AV,4110,GEORGE V,75008.0,AP,24,,173,"54,81",9.0,,,,,,,,2,2.0,57.0,2.0,
803925,03/02/2020,Vente,"4800000,00",11.0,RUE,3196,ELZEVIR,75003.0,AP,11,,76,,,,,,,,,,1,4.0,180.0,0.0,
803926,12/02/2020,Vente,"10800,00",33.0,BD,2386,DE COURCELLES,75008.0,CG,1,,160,,,,,,,,,,1,2.0,105.0,3.0,
803927,03/02/2020,Vente,"5200000,00",15.0,RUE,3196,ELZEVIR,75003.0,AP,51,,3,,38.0,,42.0,,,,,,3,4.0,111.0,0.0,
803928,03/02/2020,Vente,"5200000,00",3.0,PL,9297,DE THORIGNY,75003.0,AP,75,,5,,8.0,,,,,,,,2,4.0,24.0,0.0,
803929,29/01/2020,Vente,"459090,00",139.0,RUE,9191,DU TEMPLE,75003.0,AE,67,,8,"32,86",,,,,,,,,1,2.0,32.0,2.0,
803930,30/01/2020,Vente,"1814671,00",24.0,RUE,0759,BEAUBOURG,75003.0,AT,14,,12,,,,,,,,,,1,4.0,147.0,0.0,
803931,30/01/2020,Vente,"1814671,00",24.0,RUE,0759,BEAUBOURG,75003.0,AT,14,,99,,,,,,,,,,1,4.0,157.0,0.0,
803932,06/02/2020,Vente,"50000,00",24.0,RUE,6528,DE MONTPENSIER,75001.0,AV,33,,30,,,,,,,,,,1,3.0,0.0,0.0,
803933,06/02/2020,Vente,"50000,00",24.0,RUE,6528,DE MONTPENSIER,75001.0,AV,33,,29,,,,,,,,,,1,3.0,0.0,0.0,
803934,29/01/2020,Vente,"90000,00",7.0,RUE,6537,DU MONT THABOR,75001.0,AY,11,,32,,,,,,,,,,1,3.0,0.0,0.0,
803935,05/02/2020,Vente,"1,00",108.0,RUE,9783,VIEILLE DU TEMPLE,75003.0,AL,17,,83,,,,,,,,,,1,2.0,120.0,5.0,
803936,24/01/2020,Vente,"598500,00",12.0,RUE,0191,D ALGER,75001.0,AY,37,,14,,47.0,,,,,,,,2,2.0,52.0,3.0,
803937,24/01/2020,Vente,"598500,00",12.0,RUE,0191,D ALGER,75001.0,AY,37,,36,,,,,,,,,,1,2.0,22.0,1.0,
803938,04/02/2020,Vente,"774350,00",314.0,RUE,8694,SAINT MARTIN,75003.0,AB,147,,210,"67,90",,,,,,,,,1,2.0,67.0,3.0,
803939,04/02/2020,Vente,"2420000,00",23.0,PL,9917,DES VOSGES,75003.0,AN,94,,13,,,,,,,,,,1,2.0,92.0,3.0,
803940,04/02/2020,Vente,"2420000,00",23.0,PL,9917,DES VOSGES,75003.0,AN,94,,23,,,,,,,,,,1,4.0,115.0,0.0,
803941,11/02/2020,Vente,"1655850,00",17.0,RUE,4921,JEAN MERMOZ,75008.0,BI,68,,22,,4.0,"136,41",,,,,,,2,2.0,139.0,4.0,
803942,20/01/2020,Vente,"200000,00",42.0,AV,9933,DE WAGRAM,75008.0,AX,15,,130,"6,20",,,,,,,,,1,2.0,7.0,1.0,
803943,20/01/2020,Vente,"200000,00",42.0,AV,9933,DE WAGRAM,75008.0,AX,15,,131,"12,70",,,,,,,,,1,3.0,0.0,0.0,
803944,12/02/2020,Vente,"10400,00",33.0,BD,2386,DE COURCELLES,75008.0,CG,1,,152,,,,,,,,,,1,2.0,132.0,4.0,
